2.801904000000000000e+11,8.776656387519998779e+11,3.650859490700799316e+12,7.384615384615384521e+11,1.488681193410000014e+04,1.290994448735805600e+00
2.751756000000000000e+11,8.593049168143999023e+11,3.468568590860799316e+12,7.195221719457014160e+11,1.279837869615384807e+04,1.277952756401578682e+00
2.617860000000000000e+11,8.091434729391999512e+11,2.968525779340799805e+12,6.630298642533936768e+11,1.291793194500000209e+04,1.237985602853174161e+00
2.466912000000000000e+11,7.504627510015998535e+11,2.383667459980799805e+12,5.884307692307692871e+11,1.213420834400000422e+04,1.182880340009124120e+00
2.315964000000000000e+11,6.917820290640000000e+11,1.878092148620799561e+12,5.149538461538461914e+11,1.135048474300000089e+04,1.125072826694791805e+00
2.148468000000000000e+11,6.281805851888000488e+11,1.437790885260799805e+12,4.428497041420118408e+11,1.008971218320813750e+04,1.064120336999488270e+00
1.865539200000000000e+11,5.336598632511998901e+11,1.059705769740799805e+12,3.524620118343195801e+11,9.635182043335220442e+03,1.016397779494322196e+00
1.666358400000000000e+11,4.709398632511998291e+11,8.834530139007999268e+11,2.977476923076923218e+11,8.243458080799986419e+03,1.000000000000000000e+00
1.666358400000000000e+11,4.709398632511998291e+11,8.834530139007999268e+11,2.977476923076923218e+11,9.810689069366391777e+03,1.000000000000000000e+00
1.521034200000000000e+11,4.278198632511999512e+11,8.040730139007999268e+11,2.651815384615384521e+11,8.445370957545299461e+03,1.000000000000000000e+00
1.375710000000000000e+11,3.846998632512000122e+11,7.246930139007999268e+11,2.326153846153846130e+11,6.956532707499999560e+03,1.000000000000000000e+00
1.375710000000000000e+11,3.846998632512000122e+11,7.246930139007999268e+11,2.326153846153846130e+11,6.956532707499999560e+03,1.000000000000000000e+00
1.375710000000000000e+11,3.846998632512000122e+11,7.246930139007999268e+11,2.326153846153846130e+11,6.956532707499995013e+03,1.000000000000000000e+00
1.375710000000000000e+11,3.846998632512000122e+11,7.246930139007999268e+11,2.326153846153846130e+11,6.956532707500015022e+03,1.000000000000000000e+00
1.375710000000000000e+11,3.846998632512000122e+11,7.246930139007999268e+11,2.326153846153846130e+11,6.956532707500000470e+03,1.000000000000000000e+00
