6.899803038151422818e+00,0.000000000000000000e+00,-1.400000000000000000e+01
8.899803038151421930e+00,0.000000000000000000e+00,-1.400000000000000000e+01
1.149980303815141980e+01,0.000000000000000000e+00,-1.400000000000000000e+01
1.409980303815141944e+01,0.000000000000000000e+00,-1.400000000000000000e+01
1.669980303815141909e+01,0.000000000000000000e+00,-1.400000000000000000e+01
1.929980303815142051e+01,0.000000000000000000e+00,-1.400000000000000000e+01
2.189980303815141838e+01,0.000000000000000000e+00,-1.400000000000000000e+01
2.408258538259767079e+01,0.000000000000000000e+00,-1.400000000000000000e+01
2.626536772704391964e+01,0.000000000000000000e+00,-1.400000000000000000e+01
2.844815007149016850e+01,0.000000000000000000e+00,-1.400000000000000000e+01
3.094815007149016850e+01,0.000000000000000000e+00,-1.400000000000000000e+01
3.344815007149016850e+01,0.000000000000000000e+00,-1.400000000000000000e+01
3.594815007149016850e+01,0.000000000000000000e+00,-1.400000000000000000e+01
3.844815007149016850e+01,0.000000000000000000e+00,-1.400000000000000000e+01
4.094815007149016850e+01,0.000000000000000000e+00,-1.400000000000000000e+01
4.344815007149016850e+01,0.000000000000000000e+00,-1.400000000000000000e+01
