4.863268135399719583e+00,0.000000000000000000e+00,1.400000000000000000e+01
7.863268135399719583e+00,0.000000000000000000e+00,1.400000000000000000e+01
9.863268135399721359e+00,0.000000000000000000e+00,1.400000000000000000e+01
1.236326813539971958e+01,0.000000000000000000e+00,1.400000000000000000e+01
1.486326813539971958e+01,0.000000000000000000e+00,1.400000000000000000e+01
1.747144967058249065e+01,0.000000000000000000e+00,1.400000000000000000e+01
2.007963120576524929e+01,0.000000000000000000e+00,1.400000000000000000e+01
2.268781274094801859e+01,0.000000000000000000e+00,1.400000000000000000e+01
2.529599427613078078e+01,0.000000000000000000e+00,1.400000000000000000e+01
2.790417581131355007e+01,0.000000000000000000e+00,1.400000000000000000e+01
3.051235734649631937e+01,0.000000000000000000e+00,1.400000000000000000e+01
3.312053888167908156e+01,0.000000000000000000e+00,1.400000000000000000e+01
3.572872041686184730e+01,0.000000000000000000e+00,1.400000000000000000e+01
3.833690195204461304e+01,0.000000000000000000e+00,1.400000000000000000e+01
4.083690195204461304e+01,0.000000000000000000e+00,1.400000000000000000e+01
4.333690195204461304e+01,0.000000000000000000e+00,1.400000000000000000e+01
